-2.3513832,0.38879943,-0.23581886,1694881614413
-2.1772544,0.9239211,-0.37262535,1694881614450
-1.374229,-0.19819558,4.046525,1694881614508
-1.4121588,-0.4029864,4.0908346,1694881614573
-1.5382473,-0.700858,4.1683035,1694881614640
-2.5134907,-2.7743757,1.8238783,1694881614698
-2.672931,-2.5207894,1.7753878,1694881614763
-2.3196642,-2.295389,1.7032413,1694881614829
-0.22020495,-2.666291,-2.326415,1694881614891
-0.13792017,-2.5816495,-2.346407,1694881614955
-0.11836362,-2.5586705,-2.35145,1694881615019
-0.27537167,-2.2505934,-2.3929377,1694881615087
-0.5119779,-5.0970697,11.846348,1694881615151
-0.44214714,-5.594794,11.971523,1694881615215
-0.471452,-5.7473354,12.018817,1694881615279
1.3766198,-2.2020693,-0.5145254,1694881615339
1.0885605,-2.2273984,-0.48170662,1694881615402
1.1314492,-2.3556566,-0.44727516,1694881615466
0.89080167,0.37231135,-5.0529666,1694881615531
0.59693825,0.5111675,-5.050322,1694881615598
-0.27506375,-0.08692312,-4.663099,1694881615657
-0.45632792,-0.9129133,-4.2580543,1694881615722
-2.7100563,-2.4039845,-9.127581,1694881615786
-2.59487,-1.9418477,-9.370322,1694881615849
-3.1104374,-4.243225,-7.7968082,1694881615912
17.958702,-16.081383,9.942074,1694881615975
17.08896,-16.842812,11.98729,1694881616041
15.1864395,-15.74268,11.754391,1694881616102
17.543608,11.4966955,6.266947,1694881616165
17.16042,12.628387,5.483631,1694881616228
17.860043,11.188444,6.1076345,1694881616296
19.85102,9.041942,7.124131,1694881616356
6.658801,-6.370261,4.859725,1694881616419
6.0814357,-5.9944143,4.3399544,1694881616484
3.8095741,-4.0295606,3.3417504,1694881616548
1.4191265,-1.6633091,-1.5646943,1694881616608
0.6443634,0.08543491,-1.0738555,1694881616673
0.6463108,0.25813937,-1.2195264,1694881616737
-3.9598198,4.2127366,3.8135662,1694881616802
-2.7842774,2.1334252,3.863935,1694881616865
-2.8468246,2.259716,3.768806,1694881616929
-3.6463013,3.9900818,3.1567063,1694881616993
-4.027816,-3.31171,-7.4454193,1694881617054
-4.3521404,-2.5222893,-6.853934,1694881617118
-4.354123,-2.6274614,-6.7868967,1694881617182
-2.3879733,7.036623,1.0086124,1694881617244
-1.4292192,5.1195617,0.8330295,1694881617308
-1.4072452,5.3122544,0.48042822,1694881617374
-0.04303074,-7.3987837,-2.2510889,1694881617438
-0.49511814,-5.4652777,-2.102921,1694881617500
-0.76719856,-5.472666,-1.3240244,1694881617562
-0.46235752,-7.0294304,-1.4291315,1694881617625
-10.055071,-6.782527,-1.4509063,1694881617687
-9.645314,-7.3683863,-1.8307273,1694881617751
-8.948173,-9.138227,-1.2442629,1694881617818
7.9952025,-6.390404,-1.0646288,1694881617879
7.078721,-4.664911,-1.4253263,1694881617961
6.600238,-3.0113754,-1.7199719,1694881618004
15.588111,26.794878,4.7154965,1694881618068
17.176949,26.441435,2.481072,1694881618133
18.487413,25.88304,1.4295001,1694881618194
19.524403,27.027811,0.51061726,1694881618257
-4.1010656,0.081811726,5.108618,1694881618322
-3.3752668,0.33809078,4.8610935,1694881618381
-3.6320705,0.45216066,4.9262695,1694881618447
-2.4367518,-1.1697555,-1.2282944,1694881618508
-2.4846418,-1.5829015,-1.2137051,1694881618571
-2.509921,-2.3781474,-1.1515217,1694881618639
-0.7971463,3.980354,1.4736958,1694881618700
-0.64948153,4.3072376,1.3960762,1694881618763

