-0.5835093,0.9921335,0.19153023,1694881711396
-0.72406363,0.9897553,0.16479492,1694881711448
-0.80178916,0.9563137,0.14505577,1694881711512
1.0731546,0.17480373,-0.1396923,1694881711576
0.8813182,0.26862097,-0.14981651,1694881711641
0.7078835,0.1956352,-0.1849184,1694881711705
0.59087986,-0.25007796,0.26411724,1694881711770
1.8955771,2.4665642,-2.932486,1694881711832
2.5412493,3.2198558,-2.651052,1694881711900
2.9229765,3.829588,-2.379846,1694881711963
0.1327908,-0.47936058,-0.029898643,1694881712025
1.1635268,0.51737165,0.91582346,1694881712087
2.5280626,2.8431897,4.1188335,1694881712151
-3.7586994,-2.1170468,0.9180634,1694881712212
-3.7169824,-1.9008188,2.941315,1694881712278
-3.5284472,-2.076397,3.4839754,1694881712341
-3.5522957,-2.0729165,3.6574035,1694881712409
-0.91013765,1.060987,-2.4816742,1694881712470
-0.7338028,0.830461,-2.034863,1694881712536
-0.74522114,0.75375843,-1.6772581,1694881712598
-4.388729,-0.9693465,-2.4383912,1694881712662
-4.434816,-0.83401394,-2.7840292,1694881712725
-4.4083433,-0.7492037,-3.313462,1694881712785
1.3862495,0.357347,-0.567942,1694881712846
1.782085,0.011561871,-1.1578498,1694881712910
1.7725859,-0.015566349,-2.4776433,1694881712973
1.1939178,0.5885725,-2.314303,1694881713037
-8.898741,-1.0932202,-2.5785918,1694881713101
-8.438114,-1.5366721,-2.5204992,1694881713164
-9.39049,-0.66331816,-2.9105582,1694881713226
-19.874973,-6.5277185,0.29023242,1694881713291
-20.576422,-6.1296644,0.3749864,1694881713356
-20.623863,-6.0275536,0.83125544,1694881713420
2.088224,-2.4632263,-0.7146924,1694881713486
1.0168473,-2.067153,-0.4040944,1694881713550
0.49009597,-1.9362106,-0.011984825,1694881713608
2.147706,2.3205657,1.9429204,1694881713674
-1.5574381,2.356247,0.8423786,1694881713737
-1.7274945,2.361905,1.0950873,1694881713803
-1.4341514,2.2985268,1.0583863,1694881713867
-3.168696,-5.1273394,1.8222982,1694881713930
-2.6964726,-5.333868,0.22731209,1694881713993
-2.9505167,-5.534276,-1.121654,1694881714057
-1.5943208,-3.0010605,-1.8609321,1694881714120
-1.3937755,-3.2723303,-2.3492792,1694881714184
-1.4135778,-3.3192797,-2.4554522,1694881714246
-3.3987203,-4.5704346,-3.0691984,1694881714311
1.1301261,2.9198985,2.581922,1694881714375
1.2301782,2.6728826,2.002203,1694881714436
1.2393882,2.6295438,1.907202,1694881714500
3.7521172,-5.73407,-3.559204,1694881714565
3.3862453,-5.225993,-2.032204,1694881714631
2.9691176,-4.991494,-0.56311494,1694881714688
-1.2855308,2.3315978,0.16378829,1694881714754
-1.3633509,2.2769036,0.8344407,1694881714818
-1.658185,2.2450233,1.1785225,1694881714915
-2.3667889,0.7755594,1.6110064,1694881714943
-2.0965052,0.061383247,1.7499106,1694881715006
-1.7217512,0.13638115,1.0251397,1694881715071
-0.9639834,0.010373116,-1.2002807,1694881715134
8.232264,-8.721443,-0.24142337,1694881715194
6.61069,-8.996116,-1.0401449,1694881715260
6.5707073,-9.356885,-1.7851806,1694881715322
2.1422698,5.2527666,-6.028194,1694881715386
2.197643,5.65226,-5.2203126,1694881715451
1.7187049,5.7523336,-4.83659,1694881715512
2.3283644,5.6948795,-5.2244925,1694881715577
1.6204221,13.554581,3.3885202,1694881715642
1.7331928,13.919863,4.239047,1694881715704
1.8127209,14.383135,6.09143,1694881715770
-3.8362918,0.469594,2.1400573,1694881715832
-3.9138966,0.41328526,3.0036983,1694881715895
-4.0998106,0.3292904,3.4535108,1694881715961
-3.3574107,-1.4684324,1.6105697,1694881716023
-3.2921267,-1.4647112,1.6551863,1694881716084
-3.0583875,-1.3661785,1.3397841,1694881716150
-2.5583222,-1.1430969,0.9136621,1694881716212
-4.9485083,-1.8691292,-5.6370745,1694881716276
-5.3761897,-2.344884,-6.9891787,1694881716341
-5.390751,-2.6840134,-7.7439957,1694881716406
-1.7813878,4.85289,-6.3180995,1694881716470
-1.939693,4.99317,-5.986924,1694881716534
-1.9743657,5.311965,-5.246019,1694881716595
2.002355,1.4721446,0.048680782,1694881716655
